date,DJCI-GSNECI-0,DJCI-GSNECI-smth,DJCI-MSCI_W-0,DJCI-MSCI_W-smth,DJCI-GSCI-0,DJCI-GSCI-smth,DJCI-MSCI_EM-0,DJCI-MSCI_EM-smth,DJCI-SPX-0,DJCI-SPX-smth,DJCI-GSECI-0,DJCI-GSECI-smth
2017-01-01,0.7732698133695501,0.5466398957562929,0.18390543134664503,0.07958789849887729,0.7333177306180797,0.8048661621059929,0.18378594500253032,0.12097890801273836,0.12040265127651598,0.09686109505238802,0.6619139870917363,0.7501300567261807
2017-02-01,0.5307709292013083,0.5252176869660627,0.11441120082745809,0.06967071417017143,0.7309188456063729,0.8132909282546638,0.10315425380894475,0.11534124911155458,0.1162808486355909,0.09368961991649358,0.6381811745308172,0.7606717575982079
2017-03-01,0.4858955745056747,0.5245258082962106,0.03631764390033161,0.0637084784488804,0.6990740812461049,0.8220047836510893,0.06526934886499407,0.11703589561503591,0.05486758328115329,0.09094618736042345,0.6294698982563968,0.7742750488453788
2017-04-01,0.6128473168086428,0.5290414894122553,-0.009495505221255168,0.06880086878559533,0.7917166126799351,0.8340746018662044,-0.06439458823872331,0.12429054711453984,-0.07307207012160008,0.09609633535454204,0.7487261967920468,0.7888194032699858
2017-05-01,0.5724563006080187,0.5185888097653439,-0.08323223326531647,0.08119971162213681,0.8406469623275974,0.8390084952961574,-0.12620889812795677,0.14905269829976536,0.0017896434490522473,0.1186571247941895,0.8027992100642144,0.7930919662698471
2017-06-01,0.5604301672449578,0.5125666423229494,-0.18932104315299753,0.10474451608246932,0.8629715244865984,0.8388249636437186,-0.22670871512423074,0.18189674820963148,-0.09235611212395436,0.13293092479360347,0.8294015032283176,0.7920630592940715
2017-07-01,0.44713015245684096,0.5077482046683461,-0.19045679462618115,0.1519789360682165,0.8514282967517284,0.836374860041177,-0.22780392372666242,0.23425958722104195,-0.09260213794894565,0.15999489671405306,0.7820393221543095,0.7884465368694754
2017-08-01,0.3623575024906178,0.5144821306495758,0.06933483895268444,0.19985222221214444,0.9286828995737567,0.8349607860935014,0.1338615246954557,0.2872624630867126,-0.05143532880725739,0.19072395239601653,0.8615719408388834,0.7890540875022866
2017-09-01,0.35707381200276944,0.5299744244526405,0.0715891602833847,0.22056593036032418,0.909695302938134,0.8249165944431538,0.1205608339164515,0.31286377937533005,-0.04599402785515429,0.21713346717589282,0.85363933712489,0.7809134499028224
2017-10-01,0.3583432564579476,0.5464432295128351,0.10129869384035844,0.24133564883955408,0.8460348153048682,0.8164928745632372,0.1125343038643379,0.3419750199357329,0.012333607077805897,0.2435436830913962,0.8047079789974088,0.7734744783192042
2017-11-01,0.44887409357605856,0.5628031869296413,0.19466157280625562,0.2665543136211962,0.8348095800454622,0.8134716808686197,0.22102539878478886,0.37228453882100465,0.1844157610866369,0.2692311455564112,0.8304606210056643,0.7702412819379275
2017-12-01,0.43463650051750874,0.5730655281445952,0.16785845305692837,0.2795755775619015,0.7666909019224292,0.8110193480008506,0.22116685943161724,0.3933793010558674,0.18218408181067092,0.28219438910343975,0.7523753620309901,0.7637802137223102
2018-01-01,0.49890361555029805,0.5847416452857921,0.14833506735559154,0.3007644274564778,0.8081314022177992,0.8160566850694607,0.23587512215076795,0.41445726164187213,0.2195371324559207,0.29606231825117385,0.7983809002310668,0.7650169652162865
2018-02-01,0.5029340765781818,0.591666146004058,0.20376009287611624,0.3251624643496945,0.8254526753840877,0.8169304445939826,0.29512480374886374,0.43396507688932995,0.2758102686849493,0.30551022824697066,0.8175977488840896,0.7615666551429244
2018-03-01,0.45059549724051867,0.5982910013050655,0.3027136686591885,0.3443126701159485,0.8781750784758391,0.8160406912956657,0.39372526956042864,0.4505746510940829,0.3775948537750201,0.3093154293183679,0.8729412225820888,0.7560393439723072
2018-04-01,0.3598136239884683,0.6086465132052197,0.28979862375026577,0.3510650057594253,0.8758495948148285,0.809835234159892,0.38533913936230113,0.45759996874989467,0.37607168283108483,0.29970960817608183,0.848803717285425,0.7447306956263614
2018-05-01,0.4258777916828622,0.6305388499583411,0.256645816822391,0.36032481868226707,0.9046908466133884,0.8038351063317355,0.30932764884973274,0.4659095161910003,0.24185841107638914,0.29011413969019106,0.8791209108995804,0.7353640185482784
2018-06-01,0.447157964033715,0.6489761078846749,0.25881971601837483,0.3741091341040923,0.9140272819909965,0.794977438213246,0.24252660999179593,0.4827587998862231,0.2582530258681871,0.29618954105383355,0.8900674980052717,0.723240567013601
2018-07-01,0.5715175016815639,0.6669575902421347,0.263753212275342,0.3876406804727238,0.8299319080684131,0.7851262270325079,0.372700650422235,0.5077612463176214,0.19073722536447282,0.30048714590336145,0.7017679361151163,0.7101808299865918
2018-08-01,0.6208484382823435,0.6777346873895111,0.17325030093074434,0.4006553442264471,0.8930515545537709,0.7816490506316635,0.3459013054343407,0.5218922655374127,0.1452189858985655,0.3118421033939285,0.7816940780285441,0.7108289320139729
2018-09-01,0.6599273104578579,0.6836389198528842,0.11484611503816708,0.4230849236843991,0.8886949930700666,0.7725667156158998,0.3993916890762753,0.5386195195094781,0.0366387585956305,0.3276238438573281,0.7429424408749226,0.7052327126099943
2018-10-01,0.6728046552819703,0.6861808472997377,0.12282974874543585,0.45142062624426216,0.9159369247519034,0.7638117573926562,0.37573764757180034,0.5511073447278055,0.08498910850265334,0.3548895654760358,0.7783555055162393,0.702453211044794
2018-11-01,0.6953298028533164,0.6874795409349808,0.22252810517432964,0.4791041482362995,0.8803888189249398,0.75257920571431,0.3838026598745063,0.5656159279089343,0.1962269992288187,0.3786856034385323,0.7849502386261574,0.6970369695302465
2018-12-01,0.655494594880487,0.6867778390628044,0.22213874261795935,0.5163359699188454,0.5857759441787291,0.7418814430182641,0.34543355164884104,0.5883890917645684,0.1833689056555567,0.3981827772100544,0.5195318129670932,0.6901870741284156
2019-01-01,0.8120484394717391,0.689453418569901,0.44185810088937383,0.5536194921062888,0.7241831765419038,0.7609508724625232,0.5121383580084427,0.6173799681145731,0.4235973377286723,0.4231285699438757,0.6752188940840479,0.70997771592686
2019-02-01,0.880655292779919,0.6787683634729625,0.508570269265232,0.5720190987259839,0.7358089655564504,0.7657898304769342,0.5812435658777695,0.6301299931090841,0.4155306344977863,0.4230604855127269,0.6956453304471825,0.714376389866686
2019-03-01,0.8061299593707774,0.6611093650658618,0.5087311724059688,0.5825037325008142,0.71665502110331,0.7702427918903576,0.5728767585092314,0.6366612677680076,0.3958598051957346,0.42401582045608643,0.6670835227123825,0.7171053461729483
2019-04-01,0.7998964139220127,0.648613025069143,0.5091101472328217,0.5930522308889781,0.7169128791770288,0.7774564464555116,0.5733221186812653,0.6442307678671928,0.39535379696061096,0.4274735502643503,0.6674628661461249,0.7238589806396007
2019-05-01,0.6908466479661171,0.6365570594198201,0.5039646788665365,0.6035562832305003,0.7093612261417953,0.7846403129858482,0.5746560824855607,0.6517644775518174,0.3628798764964339,0.43098723203893363,0.6459310327445555,0.7305707958479344
2019-06-01,0.5456570770179447,0.6315715515808615,0.557221602454659,0.6146529863173099,0.7223746225468644,0.7926486960911654,0.6021688080911092,0.6591714442619733,0.4398133868824469,0.4379405965791461,0.6540595661709728,0.7397036445566522
2019-07-01,0.5842905246531808,0.6393095062163646,0.5659830086740804,0.621533027871102,0.7419033720657818,0.8009678023622032,0.6147499702614532,0.6657973355453458,0.478399003174968,0.43771499311095546,0.6796330778859604,0.7505312713965979
2019-08-01,0.5876524664122292,0.644354040557804,0.5719583554369482,0.6286630193193278,0.7446190618426038,0.8076854251357888,0.6177348162204452,0.6719551129992173,0.42841007729363867,0.43301242688109143,0.6801614725293091,0.7588817693878885
2019-09-01,0.6003762903859398,0.6493339888036288,0.6022198268424809,0.6351519002401761,0.7553261413957105,0.8141296625603457,0.6583446050966332,0.6779692681878482,0.4874455703804392,0.4335131952576638,0.713797703864083,0.7671767423130822
2019-10-01,0.5084018516236197,0.6546894628485878,0.606197369388987,0.6385765302628559,0.7580652685431428,0.8206163951601907,0.6621045617884963,0.6801444128527016,0.48840528727965077,0.42775824525257666,0.7043222468148945,0.7729118881095123
2019-11-01,0.5236482764908188,0.673375581101217,0.6188522474986058,0.6416784783101963,0.7696791059894563,0.8268380729699283,0.673596208770271,0.6819655913254346,0.47824919342146216,0.421646527641804,0.7137871494190998,0.7795922088481749
2019-12-01,0.5402975709810511,0.6908498040331165,0.5953554724615191,0.6436879211760299,0.7368396391595768,0.8320487598564934,0.6809910121932855,0.6827688051406098,0.42338289360088116,0.41645363125234947,0.6659397620961668,0.7854530466517922
2020-01-01,0.5552340111673432,0.7068567764364475,0.5825131715231022,0.6476269501305462,0.7513322351623384,0.8400975166863949,0.6993306000867496,0.6829247182473583,0.4288222074058448,0.41585163433209027,0.6854291729780146,0.7954423223138889
2020-02-01,0.6209922890866247,0.7225406661440649,0.6218666811493878,0.6525454588992927,0.8199190528587263,0.8473460717129717,0.769266354261073,0.6815676738465657,0.4930342850961707,0.4148142031188018,0.7548650308316573,0.8041422523901496
2020-03-01,0.6522371646042309,0.7339941301096434,0.636638846476018,0.6547176636284109,0.850231456036568,0.8495999869807142,0.7925381427223716,0.6739898545116989,0.5190788051293298,0.40887185475094556,0.7920748031262889,0.8079286107436378
2020-04-01,0.7930698561450163,0.7428213038009962,0.781399818439802,0.6562325962012943,0.8201198698513967,0.8495490384636495,0.8434168005863543,0.6635975414040894,0.6838882540486215,0.39846900468737245,0.8069387731536329,0.8091217165939799
2020-05-01,0.8234145098878612,0.7368361352332805,0.6357097838294051,0.6417755572838696,0.8391756583805976,0.8538334322585249,0.727593653246526,0.6397905311352298,0.4359258173455492,0.36171090443565007,0.822596224906352,0.8094166157699421
2020-06-01,0.8707427812746458,0.7274324415889993,0.6897125205350233,0.6424539924432042,0.8200538681811321,0.8557085983355036,0.7339697385067946,0.6289456978978104,0.3959265508452169,0.3513519518657886,0.7753631968263408,0.8078424896193499
2020-07-01,0.8560187508689067,0.7117914207737402,0.6971027930324842,0.637553134730506,0.8203031642528377,0.8609126170620379,0.714348892946923,0.6173969499976899,0.40654848583127856,0.34584402917384105,0.7787783248910334,0.8126956139702995
2020-08-01,0.6849584572813676,0.6968037741795619,0.704195672297071,0.6319045501358127,0.8236413592972721,0.8661988998606087,0.6913902633874391,0.6069813324771548,0.41724715270192775,0.33903825150265,0.7817069540656095,0.8171688613733548
2020-09-01,0.666813548359019,0.6983348588065673,0.691857041617741,0.625599218476409,0.8347449463011369,0.8711681144853747,0.7060207060769685,0.5980275915257356,0.43825286856065,0.3309401637361201,0.7895647773187194,0.8213042814737749
2020-10-01,0.6422167137737154,0.7024006348837838,0.6959010521508732,0.619554885246792,0.8387316635766406,0.8750126880940722,0.7125481728925322,0.587486072020723,0.44678702856616853,0.3198346024380304,0.7918336011994567,0.8246275290215584
2020-11-01,0.6276196567949065,0.7093802104172144,0.6626478593493059,0.6129882660573517,0.8390239723738377,0.8785250781738699,0.7128011478758288,0.5762867905821002,0.44340669419056855,0.307410895141794,0.7906245306914116,0.8278049838831578
2020-12-01,0.6746781949553982,0.7179991291962363,0.6928692943626368,0.6087737522720937,0.8402561440665792,0.8820215697026375,0.747685447172943,0.5650664092466643,0.4735644933870928,0.29526106336401126,0.7932985810794918,0.8311113744870954
2021-01-01,0.7154444188419544,0.7225050670430173,0.7606802695828485,0.600664422713932,0.8851264463895916,0.8861367182733975,0.7970528302359461,0.5486290292481674,0.5559589392282266,0.28052704808306017,0.851533509752556,0.834918722247413
2021-02-01,0.7169789232111945,0.7233370848250427,0.6849758702445206,0.5854794378438164,0.8538707040395628,0.8862399599304539,0.8060877457225368,0.5239190490022405,0.5373844856425969,0.25841443917901485,0.8315543981592407,0.8333068172307696
2021-03-01,0.7809425299419157,0.7240371361614326,0.7438363918630299,0.5764055479553899,0.8497804278074835,0.8895376503331688,0.773471060699152,0.49806607467429176,0.5802838292661713,0.23754907752049365,0.8256796131027093,0.8334748904674448
2021-04-01,0.7933716511139965,0.7180988131073779,0.6598193106716748,0.5620869067650834,0.8476055867332712,0.8943962725263291,0.7733472100104392,0.4748678020148587,0.556107782021492,0.21352084742691718,0.825156723769008,0.8344050589103289
2021-05-01,0.7410182459499733,0.7109278447100713,0.7578101012005571,0.5540036654289004,0.912500392744636,0.8997865990812169,0.765931125075202,0.4496081292502056,0.6995578912297653,0.19092733419765962,0.8705888108495796,0.8354483753330061
2021-06-01,0.7463708851386414,0.706595578778929,0.7638177892457618,0.5373475642751165,0.9128296014547103,0.8983511099639112,0.7762382243688547,0.42492298825860714,0.6090090819671393,0.1522478318227854,0.875900061804335,0.8318390718684464
2021-07-01,0.6670696369149982,0.7015073797800826,0.7594809124193881,0.5202085857856145,0.8935111972675527,0.8968419806562768,0.7700793458717828,0.3990256808411808,0.6001164864299003,0.11772846738624831,0.8063174567310963,0.8276561468897785
2021-08-01,0.6674533674832361,0.7057833466256753,0.7601918354025041,0.5030862753687706,0.8933370855022194,0.8971668581374801,0.42218805673525067,0.3734715760788199,0.6013496684523147,0.08262382869089024,0.8071087151942484,0.8297115907627527
2021-09-01,0.6648054506373672,0.7100343152593983,0.6019011650503685,0.4858349327864885,0.8929160854428029,0.8975085985726224,0.3633038711938026,0.3681426535370818,0.4262860671669541,0.04722829807502521,0.8064967372153309,0.83170185891605
2021-10-01,0.6100478337346088,0.7145505490780487,0.3170848228869318,0.477588697322077,0.8812381961464986,0.8979030693118566,0.24651491618942373,0.368644269212014,0.1936563624620918,0.01848746263203685,0.7761309135858274,0.8338650704244054
2021-11-01,0.6412548666200103,0.7243992823605718,0.3699982844350471,0.4933844239095374,0.8844065407825829,0.8993033668567912,0.22973417841015745,0.38231385155574865,0.2535711546188748,-0.00026463509609986335,0.794944533471111,0.8389518661624383
2021-12-01,0.7317535384419669,0.7317535384419669,0.5071111163736242,0.5071111163736242,0.9005927150056533,0.9005927150056533,0.39772524235427276,0.39772524235427276,-0.02692071487902603,-0.02692071487902603,0.8428482681232246,0.8428482681232246
