date,DJCI-GSNECI,DJCI-GSNECI-smth,DJCI-MSCI_W,DJCI-MSCI_W-smth,DJCI-GSCI,DJCI-GSCI-smth,DJCI-MSCI_EM,DJCI-MSCI_EM-smth,DJCI-SPX,DJCI-SPX-smth,DJCI-GSECI,DJCI-GSECI-smth
2017-03-01,0.9516706471187031,0.9904984498629887,0.5622176920370603,0.636756159620385,0.9857560256420872,0.9998759440358576,0.5965158960633461,0.7197098650390436,0.5821124964107424,0.6718290037724158,0.9769753750973458,0.9996750730131757
2017-04-01,0.9847815390592125,0.9902967334111306,0.4849289137382321,0.6438823866991632,0.9965545616519923,0.9999083213472433,0.40777257672568934,0.7299187870626421,0.39479192022413223,0.6782277203882361,0.9927407605434697,0.9997476449661267
2017-05-01,0.9721937079149988,0.9874907982565626,0.37639860224485155,0.667643222420468,0.9975498966946235,0.9999013420320195,0.3314332869376049,0.7681627591272365,0.5024951502970849,0.7140614259774796,0.995520930401489,0.9997501063235587
2017-06-01,0.9623116974220769,0.9855276450626363,0.22399719456477807,0.7137672857322903,0.9970103403368744,0.9998874926904047,0.2085182730982409,0.8165505969044974,0.37444413025790835,0.7362633133188121,0.9950780252035181,0.9997287132730506
2017-07-01,0.9319243540955449,0.9842722829415923,0.23819504709981287,0.7924263808140248,0.9954669849062663,0.9998824772843484,0.22019260144269348,0.8779674824470615,0.37335354224841555,0.7763433821884851,0.9919834056563723,0.9997233221546498
2017-08-01,0.8762342811666333,0.98392554911175,0.6088082870860176,0.8615188918041028,0.9988179426848938,0.9998919403705874,0.7077611344196956,0.9268413376458051,0.43256011159754615,0.8168851662784622,0.9980533354819391,0.9997455751696245
2017-09-01,0.8647742298591744,0.9854512876789241,0.605381934267627,0.8849345773395195,0.9979314028470548,0.9998634058512663,0.6804925049712215,0.9375293368305571,0.44207318397493456,0.8504903421839362,0.9968347150600201,0.9996682050066144
2017-10-01,0.8547003119022132,0.9872753029550996,0.6663572078549767,0.9097805750693264,0.9965905872274177,0.9998481230671104,0.6587356630221183,0.9492557529400616,0.5163958933146509,0.8828673323725053,0.9951882423111216,0.9996136829102853
2017-11-01,0.9110412728011055,0.989323736769478,0.7962910572670383,0.9276202447659638,0.9976733045284594,0.9998409056645614,0.7954300096540716,0.9610931042726365,0.7645361995881619,0.909128627098556,0.9967380248438855,0.999570501275092
2017-12-01,0.8965791799405198,0.9902732919574846,0.767620528510714,0.933028144301562,0.9951242393562867,0.9998041687500165,0.7804614258216923,0.9659918757658803,0.7512449135948387,0.9144950926235165,0.9933865091915863,0.9994708128882117
2018-01-01,0.9217590910048409,0.9915689013337594,0.7235612748393889,0.9401695586327438,0.9963551112549118,0.9997841223778431,0.7821845040238662,0.9716357256356152,0.7797619207929307,0.9216329370336609,0.994877397270413,0.9994018133255009
2018-02-01,0.9153146245435012,0.9925217197113372,0.7908194417469994,0.9508963562719939,0.9961753263733715,0.9997479213442306,0.8463179182717907,0.9772021837278102,0.8382367017592264,0.9275251644533276,0.9948845145198982,0.9992982398867412
2018-03-01,0.8835914297134431,0.9936921729013786,0.8886918193141864,0.9569381367364183,0.9972420289039178,0.999710657343144,0.9168340965086226,0.9802647615340676,0.9216528794036474,0.9284290091420271,0.9966868227815293,0.9991811566862122
2018-04-01,0.8570725219466051,0.9952167737887185,0.8700532663117357,0.9552319480936611,0.9958611373059756,0.999652324095687,0.904344963542445,0.9804407135818441,0.9087515816021758,0.9173498118069312,0.9945583771218565,0.9989744065160854
2018-05-01,0.8994192245625497,0.9965599854352662,0.8253109968526727,0.9550472829558128,0.9963307389570745,0.9996219967257519,0.8448761675923296,0.9813823342915712,0.8046011999143894,0.9075807468818727,0.9946597185661601,0.9988246057565302
2018-06-01,0.9090177300093087,0.99743237499537,0.8123795825576581,0.9584297687514803,0.9957219134132838,0.9995872902385573,0.7830135179789095,0.9843306205396243,0.8076367216177263,0.9086244130692852,0.9936187915894878,0.9986785602708044
2018-07-01,0.9726028101130038,0.9981329849379201,0.8036886949779872,0.9630765470632356,0.9896113714169266,0.9995734143455969,0.8860030495736867,0.9882397344298028,0.7302324977968033,0.9102358605374884,0.9742800525789903,0.998594646078172
2018-08-01,0.9772582392364304,0.9981692950463182,0.7068161660005648,0.9685927940946142,0.9946127321145424,0.999633177755693,0.856878130791227,0.9900282946645449,0.6725348629162332,0.9184465268306273,0.985978535533647,0.9988064378830336
2018-09-01,0.984641256552495,0.9981865839639632,0.6361582801868002,0.9769630111791399,0.9926587619319955,0.9996535860281618,0.8841776311391976,0.9923400751875118,0.5446492587105876,0.9306420319726065,0.9781537046089014,0.9989082957006745
2018-10-01,0.9819770549921336,0.9980323314497603,0.639275206103401,0.9855215006462921,0.9935927191900166,0.9997120279924909,0.8600928947324245,0.9941894836936616,0.599617081578933,0.9480317021905833,0.9812012385354978,0.9991289973518132
2018-11-01,0.9811848559236287,0.9979770608457872,0.8016929969600111,0.9921182003362858,0.994568268041315,0.9997742937471077,0.9128212893812877,0.9961363299664526,0.7393846347891307,0.9620417782835831,0.9857767510295883,0.9993435084460853
2018-12-01,0.972381045446929,0.9979923344819355,0.7854679594004521,0.9949984054991308,0.979687946442733,0.9998207288120614,0.8836144456545336,0.9970043031816547,0.7339734666886459,0.9701709829580298,0.9615715534917431,0.9995062481774248
2019-01-01,0.9917432355319313,0.9981685820157881,0.9635006312733093,0.9972554087311334,0.9956953122574128,0.9998745830726967,0.9626726682211566,0.9979554790050876,0.9467744569841606,0.9775323556160662,0.9918471389531729,0.9996674280673504
2019-02-01,0.9954004258770786,0.9979923618707534,0.980649807029637,0.9973013508440773,0.9977140667485782,0.9998693787647557,0.9831870983338087,0.9981899706676871,0.9305751862049247,0.9745643968241628,0.9960374870457269,0.9996719390531998
2019-03-01,0.9910181252124921,0.9976001579750222,0.9728035948124784,0.9967721299310783,0.9957230874401366,0.9998215393510721,0.9757807039788431,0.9979983941301164,0.9173155748486671,0.9731002118170315,0.9928798964760785,0.9995731018373284
2019-04-01,0.9880296321414066,0.9973804914224774,0.9641441826200219,0.9965101872368864,0.9932351653061109,0.999790168903766,0.969171894374058,0.9980079382457834,0.9044986153859325,0.9723873549990357,0.9893499194181028,0.9995102130148169
2019-05-01,0.981848827551897,0.997350961711179,0.9537380047751274,0.9965461551340856,0.9896572718107466,0.9997866527445655,0.9625482808065623,0.9981872888248199,0.8768697696300087,0.972918528424113,0.9830722426357243,0.9995059575897858
2019-06-01,0.9492442239727714,0.9973716891192879,0.9731115711192599,0.9968687746032994,0.9935304269010015,0.9998125195757801,0.9799646255976182,0.9984985200615574,0.936557280868732,0.9751114164914152,0.9899800863834141,0.9995678812720876
2019-07-01,0.9615718480379445,0.9978850534436032,0.9787050604562135,0.9967412493697474,0.9938257896767625,0.9998069352219388,0.9836247077599276,0.998501588919698,0.9480750623687935,0.9732925708245417,0.990161593260136,0.9995399766675324
2019-08-01,0.9592062062765483,0.9982635205287764,0.9734936290308154,0.996280608055911,0.9913493522933503,0.999800651479898,0.9801737756079819,0.9983962922413825,0.9211942169375593,0.9703013512327094,0.986373802118458,0.9995151720670622
2019-09-01,0.9764662610218393,0.9986781489271611,0.9739322933993881,0.9959956844339258,0.9939408969689443,0.9998173189928088,0.9858021725551283,0.9983777118084638,0.9443402060915771,0.9692227119302628,0.9903506370326793,0.9995399610005926
2019-10-01,0.9653939957091662,0.9988247666880685,0.9696918349945993,0.9957499476531738,0.9915940883418777,0.9998123589408111,0.9822982275461516,0.9982351843532076,0.9394829786566377,0.9661806919187232,0.9860278109738583,0.9995269903603833
2019-11-01,0.9631852182286046,0.9989835934630995,0.9668321200685867,0.9956688729027252,0.9899342234751773,0.9998280673206176,0.9815442148680846,0.9982007260019108,0.9262716817877374,0.9634046671380678,0.983422154615274,0.999564019383677
2019-12-01,0.9609441352346073,0.9991716285065111,0.9553986781188063,0.9957441119848153,0.983918859731661,0.9998569961746558,0.9781367802005759,0.9982086320023955,0.8939699243911714,0.9619854974091948,0.9729028184035786,0.9996310345993518
2020-01-01,0.9629301557011054,0.9993753802254568,0.9453093741058978,0.9961151477340064,0.9841041719930412,0.9998999268172843,0.9778538238245393,0.9983338663154635,0.8873905261177946,0.9629467606895479,0.9730423704400752,0.9997330937471027
2020-02-01,0.9814897610325148,0.9995494880727198,0.9510109399848947,0.9966981594396167,0.9906245618880402,0.9999364972641257,0.9881287142829895,0.9985156935863095,0.9129155921517909,0.9649671433044814,0.981801283889152,0.9998238813862684
2020-03-01,0.983949754801383,0.9996195730472047,0.9673291265917685,0.9972808011804637,0.9921335686657541,0.9999597145638577,0.9905257771604021,0.9985451416501931,0.9446210015752714,0.966337496381787,0.9851059184102879,0.999887684915554
2020-04-01,0.9969006610104938,0.9996829127557232,0.9960419869555561,0.997566237955726,0.9991235789069178,0.9999771782378457,0.9989256009526413,0.9985349574589937,0.9929411983820212,0.9642549555610859,0.9984909941707173,0.9999352956840428
2020-05-01,0.9966732559195091,0.9996142156301471,0.983249738847192,0.996548521706949,0.9986567467048717,0.9999685254572195,0.9947223465225825,0.9973876904080037,0.9483053047495129,0.9454045381082798,0.9977644528300811,0.9999166341725565
2020-06-01,0.9979902527719482,0.9995547400147804,0.9868272040274786,0.9960093219919677,0.9991347004247931,0.9999628418235824,0.9925312674540118,0.9963370193046603,0.9180026857479782,0.9332704762633068,0.9986375445150251,0.9999068739676331
2020-07-01,0.9971052703221239,0.9994302565991952,0.9841023673846425,0.9952571568302244,0.9984599084934789,0.9999428304375495,0.9903940775020275,0.9952497457022251,0.9132841589333333,0.9245542429727975,0.9976596928710059,0.99985582633474
2020-08-01,0.99310294551502,0.9993233282231683,0.9812243816840809,0.9945968120855968,0.9975569722127199,0.999923911870402,0.9878327901886338,0.9939828262790937,0.9103041856936411,0.9158208898594858,0.9962012873185521,0.9998056886325142
2020-09-01,0.9916858787390719,0.9991963037200462,0.981675035165092,0.9940818484977523,0.9966560290229287,0.9999104142897637,0.9863018650798667,0.9925121666137432,0.9207063540898023,0.9067921279799538,0.9946886480966939,0.9997695615308436
2020-10-01,0.985630040601646,0.9990486161530898,0.9793703319336307,0.9933426548654536,0.9954684438877334,0.999904362545444,0.9835085294873351,0.9909352111365739,0.9188943973523116,0.8945405606408362,0.9931449934603644,0.9997520532458861
2020-11-01,0.9792125570757009,0.9990122361490972,0.9732234576200243,0.9926887925418857,0.9937240815743955,0.9999074064056421,0.9795004688333265,0.9894289654176627,0.9074694433768602,0.8811222190513419,0.990805925692157,0.9997524212567946
2020-12-01,0.9852188992053124,0.9990751306268321,0.9842847374636678,0.992218060464106,0.9958242828407327,0.9999204666669832,0.9875570749586435,0.9881783580689257,0.9132935175992356,0.8685365514985685,0.9940864723815107,0.999775667989468
2021-01-01,0.9929744085543128,0.9990815014046299,0.9904429887418112,0.9906846682415573,0.9976691483547083,0.9999228103483335,0.9940276991173973,0.985466205482974,0.9424031815093854,0.8542847374811271,0.9960028293510679,0.9997666642915451
2021-02-01,0.9913215949898675,0.9988779849485458,0.9807063358100276,0.9880530698901706,0.9967888457027978,0.9999145030414371,0.9926556076840103,0.9797639297846124,0.9291741793769377,0.8327248666308885,0.9949917515870753,0.9997434345789669
2021-03-01,0.9941779477007655,0.9986844338801,0.9851945718070586,0.9858470174432332,0.9985142740021963,0.999908953628819,0.9876108969731056,0.9728342685184425,0.9377876460206418,0.8118484643331203,0.9978289588299153,0.9997261670097286
2021-04-01,0.9928325776274516,0.9983632589296186,0.9711238263545827,0.9828363845117285,0.9979918541533528,0.9998708263063407,0.9877670860101042,0.9657792574479982,0.9233716973446925,0.7871454691943943,0.9972099461831014,0.9996104992898618
2021-05-01,0.9975361506797078,0.9980648926402944,0.984859582230188,0.9806071224885234,0.9989158795883127,0.9998245103621514,0.9838083498859386,0.9564516048320226,0.9731430177227034,0.7631951613859397,0.997365487143348,0.9994641766240986
2021-06-01,0.9962017892683823,0.9966661766267648,0.9821902646992247,0.976424438435411,0.9983960264346987,0.9997313871610178,0.9824641833283905,0.9465302976436617,0.9529555622699235,0.7155433816603158,0.9965202908206888,0.9992713109286753
2021-07-01,0.9906273606213023,0.9947847801986407,0.9789061408683408,0.9720493600032076,0.9973689042984315,0.9996155579149617,0.9783555731939095,0.9351297470556507,0.9472654219254861,0.6697117239882266,0.9938341099215927,0.9990572009322468
2021-08-01,0.986884526632401,0.9926876597431012,0.9755320960542464,0.9675276587323169,0.9961911469948532,0.9994875144063636,0.9186922466426197,0.9231251073304456,0.9418902575214843,0.6209339537233279,0.9916898759736499,0.9988332922869159
2021-09-01,0.9821686613223732,0.990376164994436,0.9456819391366544,0.9630111452397586,0.9955638307979724,0.9993595689194299,0.8789462110792725,0.913082032162728,0.8797646077604397,0.5701119145484793,0.9909287090667505,0.9986320044008902
2021-10-01,0.9694516651554104,0.9879674765876807,0.8400646864600734,0.9603212021548895,0.994682669762077,0.9992112584465442,0.7952370155392121,0.9062647193884426,0.7368352538012478,0.5274720574340481,0.9893824591724207,0.9984011641806438
2021-11-01,0.971749034093116,0.9858265178502621,0.8914167133707268,0.960951360714279,0.9953645212738071,0.9990396892913073,0.7673436071784393,0.9043583502729996,0.794380625906561,0.4996198428455687,0.9909949070865529,0.9981184653106432
2021-12-01,0.9832552991435273,0.9832552991435273,0.9583596233668572,0.9583596233668572,0.9987770079833074,0.9987770079833074,0.9042219558700552,0.9042219558700552,0.46280304567131525,0.46280304567131525,0.9977002159617977,0.9977002159617977
